order_id,customer_id,product_id,order_date,quantity,total_amount,payment_method,order_status
905784,11357,50113,2021-05-05 00:00:00,1,181,PayPal,Pending
905785,11023,50735,2023-07-23 00:00:00,8,1656,Bank Transfer,Cancelled
905786,12038,50070,2022-08-15 00:00:00,10,1710,Bank Transfer,Returned
905787,12498,50739,2022-10-06 00:00:00,10,430,PayPal,Returned
905788,10565,50768,2021-11-24 00:00:00,9,4464,Credit Card,Pending
905789,11271,50692,2023-03-23 00:00:00,1,284,PayPal,Delivered
905790,11060,50184,2021-02-15 00:00:00,7,322,Credit Card,Delivered
905791,11425,50703,2021-03-25 00:00:00,1,51,Credit Card,Returned
905792,10028,50964,2023-03-05 00:00:00,1,468,PayPal,Cancelled
905793,10220,50744,2021-12-18 00:00:00,9,855,Bank Transfer,Cancelled
905794,10406,50276,2023-11-03 00:00:00,10,1570,Credit Card,Returned
905795,11638,50233,2022-09-29 00:00:00,10,3820,PayPal,Delivered
905796,11799,50054,2021-08-22 00:00:00,6,1584,Bank Transfer,Cancelled
905797,12319,50257,2023-12-11 00:00:00,1,124,Bank Transfer,Returned
905798,11760,50090,2023-02-20 00:00:00,7,3059,Bank Transfer,Returned
905799,11675,50738,2022-11-12 00:00:00,3,75,PayPal,Delivered
905800,10792,50759,2023-07-22 00:00:00,10,470,PayPal,Pending
905801,10963,50906,2023-05-11 00:00:00,4,1508,Bank Transfer,Delivered
905802,11310,50663,2021-05-28 00:00:00,4,1296,Bank Transfer,Cancelled
905803,10834,50435,2021-10-27 00:00:00,8,2264,Bank Transfer,Pending
905804,10317,50625,2022-07-03 00:00:00,1,203,Bank Transfer,Delivered
905805,11321,50408,2023-09-05 00:00:00,8,3248,PayPal,Cancelled
905806,12386,50269,2022-01-18 00:00:00,9,3519,Bank Transfer,Cancelled
905807,11331,50669,2023-03-11 00:00:00,7,2128,Credit Card,Pending
905808,10351,50954,2022-06-18 00:00:00,1,305,Credit Card,Delivered
905809,10511,50366,2022-07-24 00:00:00,7,2884,PayPal,Delivered
905810,12573,50859,2023-07-20 00:00:00,6,1776,Credit Card,Cancelled
905811,10492,50351,2021-08-25 00:00:00,5,1070,Credit Card,Returned
905812,11932,50299,2023-08-24 00:00:00,5,1630,Credit Card,Returned
905813,11618,50906,2022-12-02 00:00:00,1,377,PayPal,Pending
905814,12057,50159,2023-01-24 00:00:00,6,2022,Credit Card,Delivered
905815,11521,50487,2022-07-29 00:00:00,4,728,Bank Transfer,Returned
905816,11584,50842,2023-08-15 00:00:00,1,345,Credit Card,Pending
905817,12609,50984,2023-10-14 00:00:00,8,3896,Credit Card,Cancelled
905818,12488,50737,2023-02-10 00:00:00,8,3880,Credit Card,Returned
905819,11576,50526,2021-08-11 00:00:00,4,1948,Bank Transfer,Delivered
905820,12840,50355,2022-07-11 00:00:00,7,1449,PayPal,Cancelled
905821,11762,50621,2023-06-30 00:00:00,3,1314,PayPal,Delivered
905822,11992,50930,2021-09-30 00:00:00,8,3264,Credit Card,Cancelled
905823,11269,50401,2022-03-06 00:00:00,7,532,Bank Transfer,Delivered
905824,12081,50405,2022-06-07 00:00:00,5,830,Credit Card,Pending
905825,11047,50096,2023-08-18 00:00:00,5,1950,PayPal,Delivered
905826,12893,50707,2023-06-29 00:00:00,9,4113,PayPal,Delivered
905827,12614,50570,2022-03-27 00:00:00,6,2400,Bank Transfer,Cancelled
905828,10049,50975,2023-10-09 00:00:00,6,2916,Bank Transfer,Delivered
905829,10462,50392,2021-02-11 00:00:00,2,840,PayPal,Delivered
905830,12638,50352,2021-04-04 00:00:00,5,105,PayPal,Delivered
905831,10336,50806,2022-05-01 00:00:00,4,592,PayPal,Cancelled
905832,11382,50666,2022-06-01 00:00:00,10,1740,Credit Card,Returned
905833,11146,50576,2022-12-18 00:00:00,3,51,PayPal,Returned
905834,10359,50670,2022-05-14 00:00:00,9,774,PayPal,Returned
905835,12394,50777,2022-01-06 00:00:00,7,1351,Bank Transfer,Delivered
905836,10193,50633,2023-09-08 00:00:00,4,380,PayPal,Pending
905837,11440,50288,2022-11-30 00:00:00,9,1692,PayPal,Pending
905838,11401,50523,2022-04-30 00:00:00,9,72,Bank Transfer,Cancelled
905839,10756,50726,2022-10-27 00:00:00,7,2702,PayPal,Returned
905840,11685,50162,2022-09-20 00:00:00,5,245,Bank Transfer,Delivered
905841,12526,50617,2023-01-02 00:00:00,9,3780,Bank Transfer,Cancelled
905842,10828,50914,2021-07-11 00:00:00,7,1302,Bank Transfer,Delivered
905843,10890,50659,2023-04-16 00:00:00,9,2673,Bank Transfer,Cancelled
905844,10653,50182,2023-12-07 00:00:00,3,810,Bank Transfer,Returned
905845,12456,50850,2021-05-07 00:00:00,9,2277,Bank Transfer,Delivered
905846,12334,50549,2022-12-28 00:00:00,1,245,Bank Transfer,Returned
905847,11922,50082,2023-10-28 00:00:00,5,2135,PayPal,Returned
905848,10851,50524,2022-11-27 00:00:00,2,312,Credit Card,Delivered
905849,10111,50004,2022-07-18 00:00:00,1,79,PayPal,Returned
905850,10620,50495,2022-01-01 00:00:00,3,165,Bank Transfer,Cancelled
905851,10793,50555,2023-12-06 00:00:00,7,567,Bank Transfer,Cancelled
905852,12098,50923,2022-01-28 00:00:00,3,954,PayPal,Cancelled
905853,11158,50051,2023-08-12 00:00:00,10,2300,Credit Card,Returned
905854,10588,50261,2021-01-23 00:00:00,10,2020,PayPal,Delivered
905855,12644,50134,2022-03-21 00:00:00,9,2214,PayPal,Returned
905856,12718,50973,2023-02-16 00:00:00,3,825,PayPal,Returned
905857,11310,50599,2022-12-09 00:00:00,6,1986,Credit Card,Cancelled
905858,11958,50362,2022-03-09 00:00:00,2,512,Bank Transfer,Delivered
905859,12362,50568,2022-04-18 00:00:00,8,3584,Credit Card,Pending
905860,12654,50217,2021-02-17 00:00:00,10,3000,PayPal,Pending
905861,10297,50878,2021-09-20 00:00:00,5,1145,PayPal,Delivered
905862,11630,50068,2023-11-21 00:00:00,2,476,Credit Card,Delivered
905863,10569,50864,2021-12-24 00:00:00,7,2422,Credit Card,Cancelled
905864,11188,50556,2022-07-22 00:00:00,3,552,Bank Transfer,Delivered
905865,10832,50143,2022-04-25 00:00:00,5,240,Bank Transfer,Delivered
905866,10610,50346,2023-05-17 00:00:00,9,1350,Credit Card,Returned
905867,10016,50554,2023-10-26 00:00:00,1,253,Bank Transfer,Returned
905868,11370,50651,2022-12-09 00:00:00,2,236,PayPal,Pending
905869,10072,50585,2022-03-02 00:00:00,5,1785,Credit Card,Cancelled
905870,10270,50779,2023-11-17 00:00:00,4,56,Bank Transfer,Cancelled
905871,10287,50194,2021-05-07 00:00:00,1,448,PayPal,Delivered
905872,10066,50667,2021-05-15 00:00:00,7,889,Credit Card,Cancelled
905873,10880,50246,2021-11-27 00:00:00,9,756,Bank Transfer,Pending
905874,10068,50314,2022-01-27 00:00:00,1,67,PayPal,Returned
905875,11217,50730,2021-01-08 00:00:00,8,3008,Credit Card,Pending
905876,11403,50968,2022-09-05 00:00:00,9,4221,Bank Transfer,Pending
905877,10974,50384,2022-08-21 00:00:00,2,200,PayPal,Delivered
905878,10508,50765,2022-01-21 00:00:00,1,390,PayPal,Returned
905879,12885,50789,2022-04-17 00:00:00,6,2772,PayPal,Delivered
905880,11126,50277,2021-06-28 00:00:00,7,917,PayPal,Pending
905881,10886,50072,2022-03-26 00:00:00,2,444,Credit Card,Pending
905882,12842,50129,2023-03-26 00:00:00,5,995,PayPal,Cancelled
905883,12470,50358,2021-12-24 00:00:00,5,1065,Credit Card,Cancelled
905884,11988,50698,2022-01-11 00:00:00,7,2905,Credit Card,Cancelled
905885,10775,50525,2022-12-03 00:00:00,1,447,Bank Transfer,Cancelled
905886,12526,50841,2023-04-18 00:00:00,10,4510,Credit Card,Pending
905887,10926,50220,2022-06-22 00:00:00,8,536,PayPal,Cancelled
905888,10120,50006,2023-02-21 00:00:00,5,2130,Credit Card,Returned
905889,11939,50751,2021-03-23 00:00:00,3,1353,Credit Card,Pending
905890,10488,50983,2021-07-04 00:00:00,9,2961,Bank Transfer,Pending
905891,12126,50624,2021-10-15 00:00:00,3,1200,Credit Card,Returned
905892,10441,50228,2023-12-22 00:00:00,7,3150,Bank Transfer,Delivered
905893,10462,50954,2023-06-02 00:00:00,10,3050,Credit Card,Cancelled
905894,10612,50017,2022-05-22 00:00:00,7,546,Bank Transfer,Pending
905895,11318,50585,2021-01-30 00:00:00,10,3570,Credit Card,Returned
905896,11660,50012,2023-07-25 00:00:00,8,872,PayPal,Delivered
905897,10917,50598,2021-01-31 00:00:00,10,3860,Credit Card,Delivered
905898,12657,50499,2021-03-27 00:00:00,8,1440,Bank Transfer,Returned
905899,10006,50692,2021-01-28 00:00:00,4,1136,Bank Transfer,Pending
905900,10681,50634,2021-05-02 00:00:00,1,242,PayPal,Pending
905901,12943,50716,2022-07-27 00:00:00,4,1420,PayPal,Cancelled
905902,12319,50502,2022-02-07 00:00:00,6,1638,Bank Transfer,Cancelled
905903,11644,50070,2022-11-14 00:00:00,10,1710,PayPal,Returned
905904,12859,50108,2021-09-29 00:00:00,6,330,Credit Card,Returned
905905,12607,50201,2023-04-17 00:00:00,6,2238,Credit Card,Pending
905906,10099,50052,2021-04-23 00:00:00,7,763,PayPal,Pending
905907,10526,50549,2021-01-19 00:00:00,1,245,Credit Card,Returned
905908,12242,50629,2022-08-28 00:00:00,10,3990,Credit Card,Returned
905909,11181,50259,2022-04-10 00:00:00,1,22,PayPal,Delivered
905910,11690,50482,2022-11-22 00:00:00,7,2954,Bank Transfer,Delivered
905911,11139,50264,2023-10-08 00:00:00,4,92,Credit Card,Delivered
905912,10396,50906,2023-10-11 00:00:00,6,2262,PayPal,Delivered
905913,10770,50303,2021-06-12 00:00:00,6,732,Bank Transfer,Delivered
905914,11827,50937,2022-11-30 00:00:00,9,1917,Credit Card,Returned
905915,11546,50576,2021-10-22 00:00:00,2,34,Credit Card,Cancelled
905916,12928,50554,2022-08-02 00:00:00,4,1012,PayPal,Returned
905917,12793,50555,2022-12-02 00:00:00,4,324,Credit Card,Delivered
905918,10683,50125,2021-10-29 00:00:00,7,3374,Bank Transfer,Returned
905919,11557,50905,2021-05-04 00:00:00,1,77,PayPal,Pending
905920,10015,50270,2022-10-31 00:00:00,5,2150,PayPal,Returned
905921,12416,50997,2021-07-14 00:00:00,4,172,PayPal,Returned
905922,12686,50859,2023-04-22 00:00:00,2,592,PayPal,Cancelled
905923,12901,50745,2021-12-17 00:00:00,5,840,Bank Transfer,Delivered
905924,11237,50480,2022-05-04 00:00:00,9,1647,Bank Transfer,Delivered
905925,12748,50132,2021-07-19 00:00:00,8,2768,Bank Transfer,Returned
905926,10005,50002,2023-06-03 00:00:00,9,558,Bank Transfer,Returned
905927,12279,50115,2022-05-23 00:00:00,7,3346,Bank Transfer,Delivered
905928,11909,50481,2023-06-17 00:00:00,10,3860,Bank Transfer,Pending
905929,11426,50981,2022-03-22 00:00:00,7,504,PayPal,Delivered
905930,11608,50001,2021-03-21 00:00:00,2,744,PayPal,Pending
905931,12634,50331,2023-01-15 00:00:00,3,1176,PayPal,Returned
905932,10169,50577,2022-11-29 00:00:00,10,3010,Bank Transfer,Returned
905933,12809,50942,2023-07-20 00:00:00,8,1928,PayPal,Pending
905934,10792,50955,2022-10-16 00:00:00,2,828,Bank Transfer,Delivered
905935,11000,50971,2023-06-21 00:00:00,7,1477,PayPal,Returned
905936,10152,50637,2021-09-29 00:00:00,6,804,Bank Transfer,Delivered
905937,12272,50768,2021-05-04 00:00:00,10,4960,Bank Transfer,Returned
905938,10504,50391,2022-11-17 00:00:00,4,1736,Bank Transfer,Cancelled
905939,11574,50834,2022-10-14 00:00:00,4,484,Credit Card,Cancelled
905940,12092,50143,2021-10-24 00:00:00,3,144,Credit Card,Cancelled
905941,12745,50328,2023-02-26 00:00:00,6,240,Bank Transfer,Pending
905942,10504,50758,2022-09-13 00:00:00,3,855,PayPal,Delivered
905943,12978,50628,2023-08-31 00:00:00,9,441,Bank Transfer,Cancelled
905944,10843,50377,2023-05-31 00:00:00,4,1748,Bank Transfer,Pending
905945,10351,50815,2021-12-17 00:00:00,4,1520,Credit Card,Cancelled
905946,12071,50090,2021-09-12 00:00:00,2,874,Bank Transfer,Returned
905947,11660,50808,2022-11-10 00:00:00,2,296,Credit Card,Cancelled
905948,10598,50042,2021-01-29 00:00:00,7,3185,PayPal,Delivered
905949,11067,50947,2022-04-12 00:00:00,5,250,PayPal,Delivered
905950,12514,50035,2023-11-25 00:00:00,3,888,PayPal,Pending
905951,10040,50494,2023-01-19 00:00:00,6,468,Bank Transfer,Delivered
905952,12351,50553,2022-08-25 00:00:00,6,1572,Credit Card,Cancelled
905953,10175,50853,2023-01-10 00:00:00,1,275,Bank Transfer,Returned
905954,10999,50124,2023-07-20 00:00:00,3,1356,PayPal,Returned
905955,11485,50057,2023-12-28 00:00:00,5,1295,Bank Transfer,Pending
905956,12669,50806,2021-05-11 00:00:00,7,1036,Credit Card,Returned
905957,11217,50456,2021-04-21 00:00:00,4,1536,Credit Card,Pending
905958,12292,50235,2022-06-08 00:00:00,8,2160,PayPal,Pending
905959,10836,50608,2022-11-18 00:00:00,3,105,PayPal,Pending
905960,12328,50392,2023-04-11 00:00:00,6,2520,PayPal,Delivered
905961,11060,50492,2022-10-28 00:00:00,6,1308,Bank Transfer,Cancelled
905962,12605,50970,2023-12-03 00:00:00,9,3978,Credit Card,Delivered
905963,10898,50831,2023-05-25 00:00:00,4,1840,Bank Transfer,Returned
905964,11564,50343,2021-10-12 00:00:00,7,1092,PayPal,Delivered
905965,11047,50644,2023-04-03 00:00:00,10,3530,Credit Card,Pending
905966,12767,50176,2022-07-18 00:00:00,1,121,PayPal,Delivered
905967,10932,50052,2021-01-19 00:00:00,1,109,Credit Card,Delivered
905968,12139,50550,2022-07-01 00:00:00,2,718,Credit Card,Returned
905969,12438,50478,2021-02-17 00:00:00,4,196,PayPal,Cancelled
905970,12598,50489,2021-08-07 00:00:00,6,2520,Credit Card,Pending
905971,12979,50855,2023-02-05 00:00:00,4,632,Credit Card,Delivered
905972,11252,50005,2021-01-31 00:00:00,6,276,PayPal,Returned
905973,11226,50725,2021-09-16 00:00:00,2,528,Credit Card,Returned
905974,11374,50632,2021-11-04 00:00:00,9,3699,PayPal,Pending
905975,11062,50838,2023-12-31 00:00:00,3,75,Bank Transfer,Returned
905976,12781,50881,2021-11-03 00:00:00,7,665,Bank Transfer,Cancelled
905977,10500,50209,2022-07-22 00:00:00,1,149,PayPal,Returned
905978,11723,50217,2021-01-21 00:00:00,8,2400,Credit Card,Delivered
905979,12919,50536,2023-10-27 00:00:00,4,448,Bank Transfer,Cancelled
905980,12565,50342,2021-08-19 00:00:00,5,1555,PayPal,Cancelled
905981,12116,50717,2021-03-23 00:00:00,7,1057,PayPal,Returned
905982,11764,50401,2023-08-16 00:00:00,3,228,Credit Card,Pending
905983,12171,50462,2021-08-05 00:00:00,9,4203,Credit Card,Pending
905984,11709,50738,2021-12-01 00:00:00,9,225,Credit Card,Pending
905985,10336,50730,2022-07-13 00:00:00,8,3008,PayPal,Delivered
905986,11177,50211,2023-05-14 00:00:00,1,62,Bank Transfer,Returned
905987,10779,50026,2023-05-24 00:00:00,2,372,PayPal,Pending
905988,11186,50252,2023-01-23 00:00:00,2,980,Credit Card,Delivered
905989,11934,50003,2022-08-17 00:00:00,3,246,Credit Card,Cancelled
905990,11467,50002,2022-12-05 00:00:00,2,124,PayPal,Pending
905991,12471,50604,2023-07-14 00:00:00,1,120,Credit Card,Cancelled
905992,11562,50002,2022-07-07 00:00:00,5,310,Credit Card,Pending
905993,10939,50150,2023-02-22 00:00:00,6,1266,PayPal,Returned
905994,10804,50583,2021-03-28 00:00:00,7,868,Bank Transfer,Cancelled
905995,11936,50004,2022-05-28 00:00:00,10,790,Credit Card,Returned
905996,10634,50497,2023-09-11 00:00:00,7,2352,Bank Transfer,Delivered
905997,11254,50550,2023-10-06 00:00:00,2,718,Bank Transfer,Cancelled
905998,11083,50871,2022-08-10 00:00:00,7,742,Bank Transfer,Delivered
905999,12144,50468,2022-05-13 00:00:00,2,662,Bank Transfer,Pending
906000,11286,50070,2023-06-26 00:00:00,2,342,Credit Card,Pending
906001,10354,50201,2023-08-14 00:00:00,6,2238,Credit Card,Pending
906002,11160,50308,2023-01-13 00:00:00,6,1680,PayPal,Delivered
906003,11886,50252,2022-03-25 00:00:00,8,3920,Credit Card,Pending
906004,11819,50287,2022-08-11 00:00:00,5,2365,PayPal,Returned
906005,10967,50922,2021-09-17 00:00:00,5,350,Bank Transfer,Delivered
906006,12971,50292,2022-04-08 00:00:00,10,2020,PayPal,Delivered
906007,12521,50154,2021-04-04 00:00:00,1,169,PayPal,Cancelled
906008,12478,50924,2023-10-18 00:00:00,4,344,Credit Card,Pending
906009,12585,50133,2021-12-21 00:00:00,1,118,PayPal,Cancelled
906010,11170,50883,2022-04-14 00:00:00,10,4650,Bank Transfer,Delivered
906011,11548,50586,2021-04-05 00:00:00,5,305,Credit Card,Cancelled
906012,12135,50274,2023-05-18 00:00:00,8,352,Credit Card,Returned
906013,10109,50783,2021-04-01 00:00:00,1,89,Credit Card,Pending
906014,11369,50697,2023-12-04 00:00:00,3,1491,Bank Transfer,Delivered
906015,11758,50509,2023-08-13 00:00:00,1,21,PayPal,Cancelled
906016,10994,50353,2022-01-19 00:00:00,6,1740,Credit Card,Pending
906017,11518,50005,2021-01-23 00:00:00,10,460,PayPal,Returned
906018,11357,50293,2021-01-23 00:00:00,1,375,Bank Transfer,Pending
906019,10822,50360,2021-11-07 00:00:00,10,3390,Bank Transfer,Cancelled
906020,10937,50598,2022-07-29 00:00:00,3,1158,Bank Transfer,Returned
906021,12697,50214,2021-04-13 00:00:00,5,2415,Credit Card,Delivered
906022,10191,50406,2022-05-15 00:00:00,5,1655,Credit Card,Returned
906023,11997,50436,2023-04-08 00:00:00,2,616,PayPal,Pending
906024,10933,50015,2021-07-08 00:00:00,3,780,PayPal,Delivered
906025,10142,50273,2022-04-05 00:00:00,9,2133,Credit Card,Pending
906026,11893,50563,2021-07-08 00:00:00,1,371,Bank Transfer,Delivered
906027,12888,50765,2021-12-17 00:00:00,1,390,Bank Transfer,Returned
906028,12216,50045,2022-08-04 00:00:00,2,626,Credit Card,Delivered
906029,10566,50703,2021-04-24 00:00:00,8,408,PayPal,Pending
906030,11283,50634,2021-04-14 00:00:00,6,1452,Bank Transfer,Cancelled
906031,11463,50412,2022-09-12 00:00:00,4,820,Credit Card,Cancelled
906032,11135,50187,2023-11-11 00:00:00,7,1645,PayPal,Cancelled
906033,10744,50726,2022-01-22 00:00:00,6,2316,PayPal,Delivered
906034,10673,50661,2023-08-02 00:00:00,9,2223,Bank Transfer,Cancelled
906035,12912,50170,2023-05-05 00:00:00,6,138,Bank Transfer,Cancelled
906036,12887,50721,2022-04-28 00:00:00,2,372,Bank Transfer,Pending
906037,10531,50965,2022-04-18 00:00:00,3,1476,Bank Transfer,Returned
906038,11314,50594,2023-05-09 00:00:00,9,3420,PayPal,Delivered
906039,10562,50401,2023-07-31 00:00:00,7,532,Credit Card,Cancelled
906040,11534,50708,2022-01-28 00:00:00,6,2850,PayPal,Pending
906041,12223,50246,2022-05-31 00:00:00,5,420,Bank Transfer,Delivered
906042,10302,50903,2021-12-12 00:00:00,3,978,Credit Card,Pending
906043,10185,50857,2022-06-25 00:00:00,4,1156,PayPal,Returned
906044,10510,50869,2021-02-16 00:00:00,1,97,Credit Card,Cancelled
906045,12867,50552,2021-12-09 00:00:00,5,2465,PayPal,Delivered
906046,11334,50680,2022-06-27 00:00:00,7,2478,Credit Card,Delivered
906047,11370,50043,2023-03-30 00:00:00,2,26,PayPal,Cancelled
906048,12204,50841,2023-11-26 00:00:00,8,3608,PayPal,Pending
906049,12835,50723,2023-01-27 00:00:00,10,1830,Bank Transfer,Returned
906050,10795,50179,2021-12-17 00:00:00,6,1188,PayPal,Delivered
906051,12480,50457,2021-07-07 00:00:00,10,4000,Bank Transfer,Delivered
906052,11524,50535,2021-11-30 00:00:00,3,180,PayPal,Returned
906053,10761,50607,2022-04-28 00:00:00,2,408,Credit Card,Delivered
906054,12195,50672,2022-10-29 00:00:00,8,1832,Credit Card,Returned
906055,12529,50244,2021-10-23 00:00:00,4,384,Bank Transfer,Cancelled
906056,10435,50927,2021-02-14 00:00:00,7,1456,PayPal,Returned
906057,11543,50017,2022-05-10 00:00:00,7,546,Bank Transfer,Returned
906058,12039,50112,2021-06-24 00:00:00,10,2200,Credit Card,Pending
906059,11707,50615,2023-10-01 00:00:00,9,2709,PayPal,Returned
906060,10069,50826,2021-02-25 00:00:00,10,3220,Bank Transfer,Cancelled
906061,11630,50598,2021-12-07 00:00:00,8,3088,Credit Card,Delivered
906062,11905,50547,2021-08-02 00:00:00,8,3392,Credit Card,Pending
906063,12923,50030,2023-01-28 00:00:00,7,56,PayPal,Returned
906064,12234,50192,2022-07-04 00:00:00,10,3620,PayPal,Pending
906065,12952,50437,2022-05-12 00:00:00,5,2040,PayPal,Cancelled
906066,12730,50179,2021-06-22 00:00:00,9,1782,Bank Transfer,Cancelled
906067,12252,50616,2021-04-15 00:00:00,7,3157,Bank Transfer,Delivered
906068,10554,50677,2022-04-24 00:00:00,3,306,PayPal,Cancelled
906069,12061,50474,2022-03-10 00:00:00,6,738,PayPal,Cancelled
906070,12714,50634,2022-10-04 00:00:00,3,726,PayPal,Returned
906071,11298,50134,2022-11-24 00:00:00,6,1476,Credit Card,Cancelled
906072,12099,50802,2023-09-18 00:00:00,8,2120,PayPal,Cancelled
906073,10500,50312,2023-07-11 00:00:00,9,3915,Bank Transfer,Cancelled
906074,12417,50736,2021-07-13 00:00:00,2,830,Credit Card,Delivered
906075,12772,50025,2023-04-23 00:00:00,6,522,PayPal,Returned
906076,12405,50371,2023-03-12 00:00:00,3,645,Bank Transfer,Returned
906077,12895,50525,2021-02-28 00:00:00,7,3129,Credit Card,Pending
906078,11530,50319,2022-04-23 00:00:00,4,1316,Credit Card,Cancelled
906079,12304,50230,2022-06-17 00:00:00,5,235,Bank Transfer,Pending
906080,11512,50102,2022-08-15 00:00:00,10,4830,Bank Transfer,Pending
906081,10279,50450,2023-04-19 00:00:00,6,660,Credit Card,Cancelled
906082,11083,50378,2022-07-03 00:00:00,8,904,Bank Transfer,Returned
906083,10446,50888,2023-11-04 00:00:00,2,862,Credit Card,Cancelled
906084,12161,50901,2021-08-09 00:00:00,4,248,Credit Card,Pending
906085,10836,50203,2023-05-26 00:00:00,4,328,Credit Card,Delivered
906086,10755,50267,2022-11-09 00:00:00,6,1182,Credit Card,Pending
906087,11846,50984,2022-10-24 00:00:00,4,1948,PayPal,Returned
906088,11593,50462,2022-11-15 00:00:00,5,2335,Bank Transfer,Delivered
906089,11513,50365,2021-12-02 00:00:00,5,2080,PayPal,Pending
906090,11431,50734,2021-08-13 00:00:00,8,3568,PayPal,Cancelled
906091,12415,50104,2023-05-21 00:00:00,4,1676,PayPal,Returned
906092,11084,50111,2021-02-04 00:00:00,6,2658,PayPal,Delivered
906093,12377,50428,2021-07-07 00:00:00,7,2912,Credit Card,Returned
906094,12776,50995,2022-10-05 00:00:00,8,3672,Credit Card,Pending
906095,11591,50469,2023-08-21 00:00:00,9,2898,Credit Card,Returned
906096,11909,50581,2023-08-26 00:00:00,10,2720,Credit Card,Delivered
906097,12768,50870,2022-05-09 00:00:00,8,2720,PayPal,Cancelled
906098,12232,50770,2021-11-07 00:00:00,4,1848,Credit Card,Delivered
906099,11023,50680,2022-06-05 00:00:00,4,1416,PayPal,Returned
906100,12359,50805,2022-01-04 00:00:00,10,1270,Credit Card,Cancelled
906101,11562,50886,2023-01-16 00:00:00,5,2195,Bank Transfer,Cancelled
906102,10177,50561,2021-01-31 00:00:00,3,1434,Bank Transfer,Returned
906103,10847,50250,2023-09-25 00:00:00,2,752,Bank Transfer,Delivered
906104,11249,50482,2022-05-12 00:00:00,2,844,Bank Transfer,Cancelled
906105,11601,50331,2023-08-22 00:00:00,9,3528,Credit Card,Cancelled
906106,11605,50932,2021-10-25 00:00:00,8,224,Bank Transfer,Returned
906107,11976,50587,2022-07-31 00:00:00,6,264,Bank Transfer,Cancelled
906108,12057,50201,2021-02-23 00:00:00,9,3357,PayPal,Delivered
906109,10236,50454,2021-08-17 00:00:00,5,1510,Bank Transfer,Cancelled
906110,10710,50504,2023-02-18 00:00:00,10,3260,Credit Card,Pending
906111,12972,50546,2023-09-12 00:00:00,1,277,PayPal,Cancelled
906112,12733,50826,2022-01-08 00:00:00,8,2576,Credit Card,Pending
906113,10794,50111,2022-04-14 00:00:00,3,1329,PayPal,Delivered
906114,12856,50933,2022-02-24 00:00:00,9,3348,Credit Card,Pending
906115,11935,50864,2022-06-16 00:00:00,1,346,Bank Transfer,Cancelled
906116,11670,50828,2023-09-15 00:00:00,3,534,PayPal,Cancelled
906117,10027,50908,2022-07-16 00:00:00,1,133,Bank Transfer,Returned
906118,12598,50749,2021-03-31 00:00:00,1,127,Credit Card,Returned
906119,11227,50544,2022-01-04 00:00:00,6,954,Credit Card,Cancelled
906120,10085,50209,2021-01-15 00:00:00,4,596,PayPal,Cancelled
906121,11856,50644,2021-12-10 00:00:00,10,3530,Credit Card,Cancelled
906122,12514,50618,2023-11-26 00:00:00,4,96,Credit Card,Cancelled
906123,11123,50033,2023-07-06 00:00:00,5,1700,PayPal,Delivered
906124,11214,50555,2021-07-24 00:00:00,3,243,Bank Transfer,Cancelled
906125,10012,50880,2023-02-15 00:00:00,2,506,PayPal,Pending
906126,11013,50107,2023-12-17 00:00:00,10,520,Credit Card,Returned
906127,11749,50265,2022-11-17 00:00:00,8,3104,Credit Card,Pending
906128,11877,50226,2022-12-19 00:00:00,7,2366,PayPal,Pending
906129,12620,50487,2021-08-13 00:00:00,10,1820,PayPal,Delivered
906130,11318,50179,2021-03-05 00:00:00,4,792,Bank Transfer,Pending
906131,11384,50222,2023-08-06 00:00:00,2,976,Credit Card,Pending
906132,11679,50370,2023-08-19 00:00:00,9,2583,Credit Card,Pending
906133,12962,50637,2021-11-16 00:00:00,8,1072,Bank Transfer,Returned
906134,10180,50788,2021-12-23 00:00:00,4,1564,PayPal,Delivered
906135,10797,50167,2021-04-03 00:00:00,5,1800,PayPal,Pending
906136,11468,50663,2022-11-26 00:00:00,10,3240,Bank Transfer,Pending
906137,12025,50553,2022-03-10 00:00:00,6,1572,PayPal,Delivered
906138,12489,50300,2023-04-21 00:00:00,4,1116,Bank Transfer,Cancelled
906139,10887,50381,2023-10-21 00:00:00,2,102,PayPal,Pending
906140,12469,50035,2023-06-17 00:00:00,5,1480,PayPal,Returned
906141,11190,50407,2023-06-03 00:00:00,1,424,PayPal,Returned
906142,11676,50502,2023-02-17 00:00:00,7,1911,Bank Transfer,Cancelled
906143,11520,50314,2022-05-07 00:00:00,9,603,Bank Transfer,Pending
906144,12516,50816,2023-12-20 00:00:00,3,636,Bank Transfer,Delivered
906145,12761,50743,2023-03-24 00:00:00,6,420,Credit Card,Cancelled
906146,12433,50727,2022-01-27 00:00:00,9,63,Credit Card,Returned
906147,12362,50826,2021-01-21 00:00:00,4,1288,Bank Transfer,Returned
906148,10771,50101,2022-05-28 00:00:00,6,2316,Credit Card,Delivered
906149,11279,50569,2023-06-27 00:00:00,3,1338,Credit Card,Cancelled
906150,10959,50215,2022-12-16 00:00:00,9,2808,PayPal,Delivered
906151,10917,50935,2023-08-02 00:00:00,7,483,PayPal,Cancelled
906152,12071,50668,2021-12-16 00:00:00,7,1260,PayPal,Cancelled
906153,11782,50576,2022-06-30 00:00:00,4,68,Credit Card,Cancelled
906154,10339,50062,2022-08-22 00:00:00,6,1044,Credit Card,Pending
